1.713	-1	0.278
1.713	-0.4	0.278
1.713	-0.3	0.318
1.713	-0.2	0.221
1.713	-0.1	0.353
1.713	0	0.265
1.713	0.1	0.318
1.713	0.2	0.317
1.713	0.3	0.4
1.713	0.4	0.268
1.713	0.5	0.367
1.713	0.6	0.397
1.713	0.7	0.273
1.713	0.8	0.241
1.713	1	0.241
1.727	-1	0.161
1.727	-0.4	0.161
1.727	-0.3	0.371
1.727	-0.2	0.324
1.727	-0.1	0.214
1.727	0	0.502
1.727	0.1	0.329
1.727	0.2	0.407
1.727	0.3	0.48
1.727	0.4	0.407
1.727	0.5	0.517
1.727	0.6	0.445
1.727	0.7	0.415
1.727	0.8	0.416
1.727	1	0.416
1.74	-1	0.404
1.74	-0.5	0.404
1.74	-0.4	0.492
1.74	-0.3	0.453
1.74	-0.2	0.525
1.74	-0.1	0.406
1.74	0	0.521
1.74	0.1	0.438
1.74	0.2	0.467
1.74	0.3	0.579
1.74	0.4	0.674
1.74	0.5	0.616
1.74	0.6	0.592
1.74	0.7	0.501
1.74	0.8	0.591
1.74	1	0.591
1.753	-1	0.411
1.753	-0.5	0.411
1.753	-0.4	0.542
1.753	-0.3	0.475
1.753	-0.2	0.454
1.753	-0.1	0.42
1.753	0	0.591
1.753	0.1	0.527
1.753	0.2	0.622
1.753	0.3	0.528
1.753	0.4	0.765
1.753	0.5	0.776
1.753	0.6	0.552
1.753	0.7	0.582
1.753	0.8	0.849
1.753	0.9	0.564
1.753	1	0.564
1.767	-1	0.471
1.767	-0.6	0.471
1.767	-0.5	0.508
1.767	-0.4	0.633
1.767	-0.3	0.477
1.767	-0.2	0.434
1.767	-0.1	0.514
1.767	0	0.587
1.767	0.1	0.674
1.767	0.2	0.746
1.767	0.3	0.868
1.767	0.4	0.782
1.767	0.5	0.955
1.767	0.6	0.822
1.767	0.7	0.747
1.767	0.8	0.791
1.767	0.9	0.605
1.767	1	0.605
1.78	-1	0.563
1.78	-0.6	0.563
1.78	-0.5	0.461
1.78	-0.4	0.505
1.78	-0.3	0.564
1.78	-0.2	0.617
1.78	-0.1	0.779
1.78	0	0.692
1.78	0.1	0.761
1.78	0.2	0.869
1.78	0.3	1.005
1.78	0.4	0.942
1.78	0.5	0.923
1.78	0.6	0.889
1.78	0.7	1.009
1.78	0.8	0.809
1.78	0.9	0.609
1.78	1	0.609
1.793	-1	0.307
1.793	-0.6	0.307
1.793	-0.5	0.549
1.793	-0.4	0.625
1.793	-0.3	0.758
1.793	-0.2	0.857
1.793	-0.1	0.871
1.793	0	0.82
1.793	0.1	0.979
1.793	0.2	1.131
1.793	0.3	1.14
1.793	0.4	1.188
1.793	0.5	1.003
1.793	0.6	0.952
1.793	0.7	0.986
1.793	0.8	0.954
1.793	0.9	0.714
1.793	1	0.714
1.806	-1	0.417
1.806	-0.6	0.417
1.806	-0.5	0.629
1.806	-0.4	0.813
1.806	-0.3	0.737
1.806	-0.2	0.939
1.806	-0.1	1.06
1.806	0	1.058
1.806	0.1	1.194
1.806	0.2	1.226
1.806	0.3	1.156
1.806	0.4	1.137
1.806	0.5	1.103
1.806	0.6	1.133
1.806	0.7	1.057
1.806	0.8	0.906
1.806	0.9	0.843
1.806	1	0.843
1.819	-1	0.386
1.819	-0.6	0.386
1.819	-0.5	0.621
1.819	-0.4	0.765
1.819	-0.3	0.901
1.819	-0.2	1.024
1.819	-0.1	1.203
1.819	0	1.178
1.819	0.1	1.312
1.819	0.2	1.471
1.819	0.3	1.442
1.819	0.4	1.5
1.819	0.5	1.174
1.819	0.6	1.448
1.819	0.7	1.127
1.819	0.8	1.124
1.819	0.9	0.986
1.819	1	0.986
1.832	-1	0.409
1.832	-0.7	0.409
1.832	-0.6	0.462
1.832	-0.5	0.667
1.832	-0.4	1
1.832	-0.3	1.135
1.832	-0.2	1.203
1.832	-0.1	1.473
1.832	0	1.544
1.832	0.1	1.406
1.832	0.2	1.474
1.832	0.3	1.746
1.832	0.4	1.482
1.832	0.5	1.569
1.832	0.6	1.321
1.832	0.7	1.353
1.832	0.8	1.142
1.832	0.9	1.185
1.832	1	1.185
1.845	-1	0.551
1.845	-0.7	0.551
1.845	-0.6	0.459
1.845	-0.5	0.682
1.845	-0.4	0.826
1.845	-0.3	0.995
1.845	-0.2	1.27
1.845	-0.1	1.485
1.845	0	1.437
1.845	0.1	1.564
1.845	0.2	1.607
1.845	0.3	1.583
1.845	0.4	1.651
1.845	0.5	1.631
1.845	0.6	1.62
1.845	0.7	1.366
1.845	0.8	1.017
1.845	0.9	1.051
1.845	1	1.051
1.858	-1	0.663
1.858	-0.7	0.663
1.858	-0.6	0.566
1.858	-0.5	0.836
1.858	-0.4	0.917
1.858	-0.3	1.203
1.858	-0.2	1.361
1.858	-0.1	1.591
1.858	0	1.711
1.858	0.1	1.733
1.858	0.2	1.947
1.858	0.3	1.858
1.858	0.4	1.736
1.858	0.5	1.847
1.858	0.6	1.741
1.858	0.7	1.491
1.858	0.8	1.282
1.858	0.9	1.007
1.858	1	1.007
1.87	-1	0.387
1.87	-0.7	0.387
1.87	-0.6	0.474
1.87	-0.5	0.665
1.87	-0.4	0.983
1.87	-0.3	1.097
1.87	-0.2	1.371
1.87	-0.1	1.647
1.87	0	1.68
1.87	0.1	1.739
1.87	0.2	1.773
1.87	0.3	1.823
1.87	0.4	1.789
1.87	0.5	1.829
1.87	0.6	1.669
1.87	0.7	1.519
1.87	0.8	1.468
1.87	0.9	1.053
1.87	1	1.053
1.883	-1	0.418
1.883	-0.7	0.418
1.883	-0.6	0.466
1.883	-0.5	0.796
1.883	-0.4	0.888
1.883	-0.3	1.13
1.883	-0.2	1.546
1.883	-0.1	1.761
1.883	0	1.938
1.883	0.1	1.651
1.883	0.2	2.096
1.883	0.3	1.961
1.883	0.4	1.729
1.883	0.5	1.996
1.883	0.6	1.626
1.883	0.7	1.498
1.883	0.8	1.435
1.883	0.9	1.437
1.883	1	1.437
1.896	-1	0.523
1.896	-0.7	0.523
1.896	-0.6	0.39
1.896	-0.5	0.645
1.896	-0.4	0.949
1.896	-0.3	1.204
1.896	-0.2	1.386
1.896	-0.1	1.502
1.896	0	1.71
1.896	0.1	1.747
1.896	0.2	1.77
1.896	0.3	1.833
1.896	0.4	1.763
1.896	0.5	1.859
1.896	0.6	1.484
1.896	0.7	1.475
1.896	0.8	1.298
1.896	0.9	1.229
1.896	1	1.229
1.908	-1	0.344
1.908	-0.7	0.344
1.908	-0.6	0.506
1.908	-0.5	0.562
1.908	-0.4	0.802
1.908	-0.3	1.102
1.908	-0.2	1.459
1.908	-0.1	1.533
1.908	0	1.493
1.908	0.1	1.638
1.908	0.2	1.736
1.908	0.3	1.785
1.908	0.4	1.574
1.908	0.5	1.584
1.908	0.6	1.452
1.908	0.7	1.382
1.908	0.8	1.265
1.908	0.9	0.964
1.908	1	0.964
1.92	-1	0.225
1.92	-0.8	0.225
1.92	-0.7	0.371
1.92	-0.6	0.442
1.92	-0.5	0.568
1.92	-0.4	0.811
1.92	-0.3	1.058
1.92	-0.2	1.196
1.92	-0.1	1.401
1.92	0	1.377
1.92	0.1	1.582
1.92	0.2	1.705
1.92	0.3	1.698
1.92	0.4	1.582
1.92	0.5	1.557
1.92	0.6	1.47
1.92	0.7	1.138
1.92	0.8	1.265
1.92	0.9	0.997
1.92	1	0.997
1.933	-1	0.263
1.933	-0.8	0.263
1.933	-0.7	0.223
1.933	-0.6	0.365
1.933	-0.5	0.507
1.933	-0.4	0.751
1.933	-0.3	0.953
1.933	-0.2	1.158
1.933	-0.1	1.34
1.933	0	1.514
1.933	0.1	1.521
1.933	0.2	1.649
1.933	0.3	1.543
1.933	0.4	1.525
1.933	0.5	1.437
1.933	0.6	1.381
1.933	0.7	1.211
1.933	0.8	1.361
1.933	0.9	1.199
1.933	1	1.199
1.945	-1	0.332
1.945	-0.8	0.332
1.945	-0.7	0.192
1.945	-0.6	0.274
1.945	-0.5	0.379
1.945	-0.4	0.593
1.945	-0.3	0.877
1.945	-0.2	1.125
1.945	-0.1	1.093
1.945	0	1.367
1.945	0.1	1.383
1.945	0.2	1.624
1.945	0.3	1.48
1.945	0.4	1.405
1.945	0.5	1.319
1.945	0.6	1.408
1.945	0.7	1.288
1.945	0.8	1.271
1.945	0.9	1.055
1.945	1	1.055
1.957	-1	0.207
1.957	-0.8	0.207
1.957	-0.7	0.202
1.957	-0.6	0.272
1.957	-0.5	0.324
1.957	-0.4	0.569
1.957	-0.3	0.72
1.957	-0.2	0.982
1.957	-0.1	1.111
1.957	0	1.232
1.957	0.1	1.364
1.957	0.2	1.366
1.957	0.3	1.553
1.957	0.4	1.4
1.957	0.5	1.372
1.957	0.6	1.289
1.957	0.7	1.303
1.957	0.8	1.339
1.957	0.9	0.995
1.957	1	0.995
