1.1278	-1	1.19749
1.1278	-0.85	1.19749
1.1278	-0.75	1.51891
1.1278	-0.65	1.84399
1.1278	-0.55	2.22807
1.1278	-0.45	2.58165
1.1278	-0.35	2.80788
1.1278	-0.25	2.9425
1.1278	-0.15	3.04528
1.1278	-0.05	3.01577
1.1278	0.05	3.12017
1.1278	0.15	2.97673
1.1278	0.25	2.70722
1.1278	0.35	2.52599
1.1278	0.45	2.30669
1.1278	0.55	1.96048
1.1278	0.65	1.67644
1.1278	1	1.67644
1.14267	-1	1.19749
1.14267	-0.85	1.19749
1.14267	-0.75	1.51891
1.14267	-0.65	1.84399
1.14267	-0.55	2.22807
1.14267	-0.45	2.58165
1.14267	-0.35	2.80788
1.14267	-0.25	2.9425
1.14267	-0.15	3.04528
1.14267	-0.05	3.01577
1.14267	0.05	3.12017
1.14267	0.15	2.97673
1.14267	0.25	2.70722
1.14267	0.35	2.52599
1.14267	0.45	2.30669
1.14267	0.55	1.96048
1.14267	0.65	1.67644
1.14267	1	1.67644
1.16623	-1	1.19749
1.16623	-0.85	1.19749
1.16623	-0.75	1.51891
1.16623	-0.65	1.84399
1.16623	-0.55	2.22807
1.16623	-0.45	2.58165
1.16623	-0.35	2.80788
1.16623	-0.25	2.9425
1.16623	-0.15	3.04528
1.16623	-0.05	3.01577
1.16623	0.05	3.12017
1.16623	0.15	2.97673
1.16623	0.25	2.70722
1.16623	0.35	2.52599
1.16623	0.45	2.30669
1.16623	0.55	1.96048
1.16623	0.65	1.67644
1.16623	1	1.67644
1.2011	-1	1.19749
1.2011	-0.85	1.19749
1.2011	-0.75	1.51891
1.2011	-0.65	1.84399
1.2011	-0.55	2.22807
1.2011	-0.45	2.58165
1.2011	-0.35	2.80788
1.2011	-0.25	2.9425
1.2011	-0.15	3.04528
1.2011	-0.05	3.01577
1.2011	0.05	3.12017
1.2011	0.15	2.97673
1.2011	0.25	2.70722
1.2011	0.35	2.52599
1.2011	0.45	2.30669
1.2011	0.55	1.96048
1.2011	0.65	1.67644
1.2011	1	1.67644
1.21585	-1	1.19749
1.21585	-0.85	1.19749
1.21585	-0.75	1.51891
1.21585	-0.65	1.84399
1.21585	-0.55	2.22807
1.21585	-0.45	2.58165
1.21585	-0.35	2.80788
1.21585	-0.25	2.9425
1.21585	-0.15	3.04528
1.21585	-0.05	3.01577
1.21585	0.05	3.12017
1.21585	0.15	2.97673
1.21585	0.25	2.70722
1.21585	0.35	2.52599
1.21585	0.45	2.30669
1.21585	0.55	1.96048
1.21585	0.65	1.67644
1.21585	1	1.67644
1.23499	-1	1.19749
1.23499	-0.85	1.19749
1.23499	-0.75	1.51891
1.23499	-0.65	1.84399
1.23499	-0.55	2.22807
1.23499	-0.45	2.58165
1.23499	-0.35	2.80788
1.23499	-0.25	2.9425
1.23499	-0.15	3.04528
1.23499	-0.05	3.01577
1.23499	0.05	3.12017
1.23499	0.15	2.97673
1.23499	0.25	2.70722
1.23499	0.35	2.52599
1.23499	0.45	2.30669
1.23499	0.55	1.96048
1.23499	0.65	1.67644
1.23499	1	1.67644
1.27387	-1	1.19749
1.27387	-0.85	1.19749
1.27387	-0.75	1.51891
1.27387	-0.65	1.84399
1.27387	-0.55	2.22807
1.27387	-0.45	2.58165
1.27387	-0.35	2.80788
1.27387	-0.25	2.9425
1.27387	-0.15	3.04528
1.27387	-0.05	3.01577
1.27387	0.05	3.12017
1.27387	0.15	2.97673
1.27387	0.25	2.70722
1.27387	0.35	2.52599
1.27387	0.45	2.30669
1.27387	0.55	1.96048
1.27387	0.65	1.67644
1.27387	1	1.67644
1.3237	-1	1.19749
1.3237	-0.85	1.19749
1.3237	-0.75	1.51891
1.3237	-0.65	1.84399
1.3237	-0.55	2.22807
1.3237	-0.45	2.58165
1.3237	-0.35	2.80788
1.3237	-0.25	2.9425
1.3237	-0.15	3.04528
1.3237	-0.05	3.01577
1.3237	0.05	3.12017
1.3237	0.15	2.97673
1.3237	0.25	2.70722
1.3237	0.35	2.52599
1.3237	0.45	2.30669
1.3237	0.55	1.96048
1.3237	0.65	1.67644
1.3237	1	1.67644
1.38669	-1	1.19749
1.38669	-0.85	1.19749
1.38669	-0.75	1.51891
1.38669	-0.65	1.84399
1.38669	-0.55	2.22807
1.38669	-0.45	2.58165
1.38669	-0.35	2.80788
1.38669	-0.25	2.9425
1.38669	-0.15	3.04528
1.38669	-0.05	3.01577
1.38669	0.05	3.12017
1.38669	0.15	2.97673
1.38669	0.25	2.70722
1.38669	0.35	2.52599
1.38669	0.45	2.30669
1.38669	0.55	1.96048
1.38669	0.65	1.67644
1.38669	1	1.67644
1.42867	-1	1.19749
1.42867	-0.85	1.19749
1.42867	-0.75	1.51891
1.42867	-0.65	1.84399
1.42867	-0.55	2.22807
1.42867	-0.45	2.58165
1.42867	-0.35	2.80788
1.42867	-0.25	2.9425
1.42867	-0.15	3.04528
