W	Q2	Beam energy	cos(teta)	p0	p1	p2	
GeV	GeV^2	GeV	dimensionless 
1.15	4.16	0	-0.5	0.0607463	-0.00414388	0.023504	1	1
1.15	4.16	0	-0.3	0.147031	-0.00169861	0.118892	1	1
1.15	4.16	0	-0.1	0.0604361	-0.0182039	0.0183348	1	1
1.15	4.16	0	0.1	0.0508587	-0.0188378	0.0187565	1	1
1.15	4.16	0	0.3	0.0601386	-0.0188743	-0.018695	1	1
1.15	4.16	0	0.5	0.0668841	-0.0159001	-0.0255321	1	1
1.15	4.16	0	0.7	0.0735522	-0.00327524	-0.00350529	1	1
1.15	4.16	0	0.9	0.0634034	0.0113614	0.00392168	1	1
1.17	4.16	0	-0.9	0.072977	0.00692323	0.0432102	1	1
1.17	4.16	0	-0.7	0.072977	0.00692323	0.0432102	1	1
1.17	4.16	0	-0.5	0.0683716	-0.0240926	-0.0104379	1	1
1.17	4.16	0	-0.3	0.106501	-0.0319458	0.000412214	1	1
1.17	4.16	0	-0.1	0.134657	0.0035603	0.0917837	1	1
1.17	4.16	0	0.1	0.071788	-0.0327734	-0.0346699	1	1
1.17	4.16	0	0.3	0.0813045	-0.0383562	-0.014065	1	1
1.17	4.16	0	0.5	0.0742465	-0.0280397	-0.0105602	1	1
1.17	4.16	0	0.7	0.0703654	-0.0228669	-0.00411774	1	1
1.17	4.16	0	0.9	0.0670436	9.97091e-05	0.00273905	1	1
1.19	4.16	0	-0.9	0.0557038	-0.0352295	-0.0160869	1	1
1.19	4.16	0	-0.7	0.0557038	-0.0352295	-0.0160869	1	1
1.19	4.16	0	-0.5	0.232221	0.0943223	0.144336	1	1
1.19	4.16	0	-0.3	0.190683	-0.0322904	0.0759183	1	1
1.19	4.16	0	-0.1	0.155459	-0.0464187	0.023766	1	1
1.19	4.16	0	0.1	0.119089	-0.0348784	-0.0138354	1	1
1.19	4.16	0	0.3	0.101423	-0.0486239	-0.0353243	1	1
1.19	4.16	0	0.5	0.107986	-0.0374867	-0.0297589	1	1
1.19	4.16	0	0.7	0.111061	-0.026845	-0.0398387	1	1
1.19	4.16	0	0.9	0.0795432	-0.00871415	-0.00299123	1	1
1.21	4.16	0	-0.9	0.0814479	-0.0284861	0.0248489	1	1
1.21	4.16	0	-0.7	0.0814479	-0.0284861	0.0248489	1	1
1.21	4.16	0	-0.5	0.0906393	-0.0524852	-0.0341163	1.12	1
1.21	4.16	0	-0.3	0.177378	-0.03195	0.0414858	0.88	1
1.21	4.16	0	-0.1	0.151269	-0.00329164	0.0311249	1.05	1
1.21	4.16	0	0.1	0.156906	-0.0183341	0.0146322	0.95	1
1.21	4.16	0	0.3	0.140215	-0.0307626	-0.0180729	1	1
1.21	4.16	0	0.5	0.128516	-0.0404311	-0.0299373	1	1
1.21	4.16	0	0.7	0.129093	0.00011314	-0.048148	1	1
1.21	4.16	0	0.9	0.135014	-0.0168658	-0.0200497	1	1
1.23	4.16	0	-0.9	0.0706199	-0.050009	-0.0226091	1	0.95
1.23	4.16	0	-0.7	0.0706199	-0.050009	-0.0226091	1	0.95
1.23	4.16	0	-0.5	0.159197	0.00715812	0.0521909	0.94	0.95
1.23	4.16	0	-0.3	0.156992	-0.0178268	0.0384228	1	0.95
1.23	4.16	0	-0.1	0.135073	-0.0546671	-0.010734	1.06	0.95
1.23	4.16	0	0.1	0.148955	-0.00711536	-0.023966	1	0.95
1.23	4.16	0	0.3	0.178325	-0.0539784	-0.0423282	0.9	0.95
1.23	4.16	0	0.5	0.154839	-0.0817603	-0.0140981	1	0.95
1.23	4.16	0	0.7	0.142082	-0.039646	-0.00498657	1.1	0.95
1.23	4.16	0	0.9	0.158844	-0.0136434	-0.0180742	1	0.95
1.25	4.16	0	-0.9	0.0566581	-0.0274764	-0.01676	1	1.1
1.25	4.16	0	-0.7	0.0566581	-0.0274764	-0.01676	1	1.1
1.25	4.16	0	-0.5	0.119978	0.00918479	0.042875	1	1.1
1.25	4.16	0	-0.3	0.141125	-0.0183826	0.0241149	1	1.1
1.25	4.16	0	-0.1	0.126944	0.00758491	0.0138777	1	1.1
1.25	4.16	0	0.1	0.121853	-0.0130128	-0.0618982	1	1.1
1.25	4.16	0	0.3	0.135389	-0.0144709	-0.0411349	1	1.1
1.25	4.16	0	0.5	0.164301	0.00162577	-0.0444027	1	1.1
1.25	4.16	0	0.7	0.176007	-0.0142279	-0.0483964	1	1.1
1.25	4.16	0	0.9	0.175751	-0.0243534	0.00947091	1	1.1
1.27	4.16	0	-0.9	0.0899085	0.0191914	0.0560207	1	0.95
1.27	4.16	0	-0.7	0.0899085	0.0191914	0.0560207	1	0.95
1.27	4.16	0	-0.5	0.0860031	-0.0147084	-0.014461	1.15	0.95
1.27	4.16	0	-0.3	0.134145	-0.00613161	-0.0403418	1	0.95
1.27	4.16	0	-0.1	0.186121	0.0570609	0.0165637	0.83	0.95
1.27	4.16	0	0.1	0.142638	0.0133744	-0.0502715	1.17	0.95
1.27	4.16	0	0.3	0.167399	0.00531886	-0.0729393	1.07	0.95
1.27	4.16	0	0.5	0.21476	-0.0164692	-0.0754909	0.923	0.95
1.27	4.16	0	0.7	0.219002	-0.00910831	-0.0822454	1	0.95
1.27	4.16	0	0.9	0.225962	-0.0245864	-0.053777	1	0.95
1.29	4.16	0	-0.9	0.0635665	-0.00870211	-0.0227676	1	1.1
1.29	4.16	0	-0.7	0.0635665	-0.00870211	-0.0227676	1	1.1
1.29	4.16	0	-0.5	0.0940759	-0.0258162	-0.0126107	1	1.1
1.29	4.16	0	-0.3	0.146184	0.00146126	-0.00230533	0.9	1.1
1.29	4.16	0	-0.1	0.135369	0.0120303	-0.0293345	1.14	1.1
1.29	4.16	0	0.1	0.199975	0.0740149	0.00842555	0.8	1.1
1.29	4.16	0	0.3	0.147886	0.000454203	-0.0484432	1.11	1.1
1.29	4.16	0	0.5	0.174335	-0.00215685	-0.0590756	1	1.1
1.29	4.16	0	0.7	0.186278	-0.00350681	-0.0612224	1	1.1
1.29	4.16	0	0.9	0.223176	-0.0190957	-0.0217342	1	1.1
1.31	4.16	0	-0.9	0.097513	0.0188853	0.034399	1	0.98
1.31	4.16	0	-0.7	0.097513	0.0188853	0.034399	1	0.98
1.31	4.16	0	-0.5	0.189567	0.0350035	0.0980864	0.68	0.98
1.31	4.16	0	-0.3	0.114785	0.00567388	-0.0391701	1.19	0.98
1.31	4.16	0	-0.1	0.147251	-0.00271232	-0.0401102	1	0.98
1.31	4.16	0	0.1	0.164651	-0.000902606	-0.076565	1	0.98
1.31	4.16	0	0.3	0.200399	0.00998249	-0.11264	0.9	0.98
