1.625	-1	0.4967
1.625	-0.1	0.4967
1.625	0	0.3799
1.625	0.1	0.3361
1.625	0.2	0.5174
1.625	0.3	0.5369
1.625	0.4	0.5052
1.625	0.5	0.4897
1.625	0.6	0.5718
1.625	0.7	0.7261
1.625	1	0.7261
1.635	-1	0.4118
1.635	-0.5	0.4118
1.635	-0.4	0.4598
1.635	-0.3	0.5501
1.635	-0.2	0.4679
1.635	-0.1	0.4223
1.635	0	0.476
1.635	0.1	0.5317
1.635	0.2	0.6113
1.635	0.3	0.5564
1.635	0.4	0.6295
1.635	0.5	0.5596
1.635	0.6	0.5228
1.635	0.7	0.5957
1.635	0.8	0.4699
1.635	1	0.4699
1.645	-1	0.5756
1.645	-0.5	0.5756
1.645	-0.4	0.5036
1.645	-0.3	0.5129
1.645	-0.2	0.5719
1.645	-0.1	0.4123
1.645	0	0.635
1.645	0.1	0.6629
1.645	0.2	0.7037
1.645	0.3	0.8447
1.645	0.4	0.6764
1.645	0.5	0.7006
1.645	0.6	1.0378
1.645	0.7	1.0189
1.645	0.8	1.082
1.645	1	1.082
1.655	-1	0.6391
1.655	-0.1	0.6391
1.655	0	0.703
1.655	0.1	0.8145
1.655	0.2	0.9051
1.655	0.3	0.9488
1.655	0.4	0.8704
1.655	0.5	0.9889
1.655	0.6	1.0181
1.655	0.7	0.939
1.655	0.8	1.1295
1.655	1	1.1295
1.665	-1	0.9013
1.665	0	0.9013
1.665	0.1	1.0479
1.665	0.2	1.0167
1.665	0.3	1.0531
1.665	0.4	1.0117
1.665	0.5	1.0984
1.665	0.6	1.2022
1.665	0.7	1.3292
1.665	0.8	1.2799
1.665	1	1.2799
1.675	-1	1.0517
1.675	-0.5	1.0517
1.675	-0.4	1.1083
1.675	-0.3	0.9884
1.675	-0.2	1.1132
1.675	-0.1	1.1775
1.675	0	1.0448
1.675	0.1	1.1717
1.675	0.2	1.1464
1.675	0.3	1.3679
1.675	0.4	1.2842
1.675	0.5	1.3476
1.675	0.6	1.4256
1.675	0.7	1.6026
1.675	0.8	1.6371
1.675	1	1.6371
1.685	-1	0.9541
1.685	-0.5	0.9541
1.685	-0.4	0.9641
1.685	-0.3	1.1826
1.685	-0.2	1.223
1.685	-0.1	1.2809
1.685	0	1.1158
1.685	0.1	1.2228
1.685	0.2	1.2916
1.685	0.3	1.2864
1.685	0.4	1.4132
1.685	0.5	1.4077
1.685	0.6	1.6338
1.685	0.7	1.9187
1.685	0.8	1.8197
1.685	1	1.8197
1.695	-1	0.8281
1.695	-0.5	0.8281
1.695	-0.4	0.9488
1.695	-0.3	1.0883
1.695	-0.2	1.0328
1.695	-0.1	1.0716
1.695	0	1.0248
1.695	0.1	1.3913
1.695	0.2	1.2782
1.695	0.3	1.4363
1.695	0.4	1.5819
1.695	0.5	1.6026
1.695	0.6	1.6998
1.695	0.7	1.8872
1.695	0.8	1.9566
1.695	1	1.9566
1.705	-1	1.0607
1.705	-0.5	1.0607
1.705	-0.4	0.9775
1.705	-0.3	0.9376
1.705	-0.2	1.0278
1.705	-0.1	1.1248
1.705	0	0.9844
1.705	0.1	1.2831
1.705	0.2	1.507
1.705	0.3	1.4672
1.705	0.4	1.602
1.705	0.5	1.7086
1.705	0.6	1.9407
1.705	0.7	2.1427
1.705	0.8	2.4083
1.705	0.88	2.6276
1.705	1	2.6276
1.715	-1	0.787
1.715	-0.5	0.787
1.715	-0.4	0.8531
1.715	-0.3	0.8873
1.715	-0.2	1.0397
1.715	-0.1	0.998
1.715	0	0.9972
1.715	0.1	1.3311
1.715	0.2	1.4974
1.715	0.3	1.5165
1.715	0.4	1.6526
1.715	0.5	1.9195
1.715	0.6	2.0417
1.715	0.7	2.1023
1.715	0.8	2.6124
1.715	0.88	2.6288
1.715	1	2.6288
1.725	-1	0.6374
1.725	-0.5	0.6374
1.725	-0.4	0.7246
1.725	-0.3	0.7919
1.725	-0.2	0.8476
1.725	-0.1	0.9977
1.725	0	1.0262
1.725	0.1	1.2495
1.725	0.2	1.4521
1.725	0.3	1.5818
1.725	0.4	1.7523
1.725	0.5	2.0014
1.725	0.6	1.9962
1.725	0.7	2.2197
1.725	0.8	2.6249
1.725	0.89	3.5484
1.725	1	3.5484
1.735	-1	0.5007
1.735	-0.4	0.5007
1.735	-0.3	0.7041
1.735	-0.2	0.8797
1.735	-0.1	0.9672
1.735	0	1.0402
1.735	0.1	1.2217
1.735	0.2	1.4802
1.735	0.3	1.4261
1.735	0.4	1.7047
1.735	0.5	1.9905
1.735	0.6	2.035
1.735	0.7	2.2956
1.735	0.8	2.5462
1.735	1	2.5462
1.745	-1	0.9824
1.745	-0.4	0.9824
1.745	-0.3	0.6405
1.745	-0.2	0.8522
1.745	-0.1	1.0213
1.745	0	1.0717
1.745	0.1	1.2318
1.745	0.2	1.5351
1.745	0.3	1.4487
1.745	0.4	1.6291
1.745	0.5	1.841
1.745	0.6	2.112
1.745	0.7	2.1554
1.745	0.8	2.4655
1.745	0.89	2.197
1.745	1	2.197
1.755	-1	0.7059
1.755	-0.4	0.7059
1.755	-0.3	0.7071
1.755	-0.2	0.9005
1.755	-0.1	0.955
1.755	0	0.9115
1.755	0.1	1.1703
1.755	0.2	1.4092
1.755	0.3	1.4719
1.755	0.4	1.5665
1.755	0.5	1.9557
1.755	0.6	1.9737
1.755	0.7	2.0798
1.755	0.8	2.3407
1.755	0.89	2.1616
1.755	1	2.1616
1.765	-1	0.5935
1.765	-0.5	0.5935
1.765	-0.4	0.6255
1.765	-0.3	0.7096
1.765	-0.2	0.7705
1.765	-0.1	0.8716
1.765	0	0.9736
1.765	0.1	1.1499
1.765	0.2	1.3947
1.765	0.3	1.4779
1.765	0.4	1.4972
1.765	0.5	1.6946
1.765	0.6	1.9986
1.765	0.7	1.9925
1.765	0.8	2.3117
1.765	0.89	2.6519
1.765	1	2.6519
1.775	-1	0.5959
1.775	-0.5	0.5959
1.775	-0.4	0.6672
1.775	-0.3	0.7684
1.775	-0.2	0.8562
1.775	-0.1	1.0281
1.775	0	1.0007
1.775	0.1	1.2283
1.775	0.2	1.4443
1.775	0.3	1.5157
1.775	0.4	1.5756
1.775	0.5	1.621
1.775	0.6	1.9099
1.775	0.7	2.103
1.775	0.8	2.1105
1.775	1	2.1105
1.785	-1	0.4646
1.785	-0.5	0.4646
1.785	-0.4	0.6164
1.785	-0.3	0.7395
1.785	-0.2	0.8337
1.785	-0.1	1.0056
1.785	0	1.085
1.785	0.1	1.3156
1.785	0.2	1.4467
1.785	0.3	1.2975
1.785	0.4	1.4704
1.785	0.5	1.7536
1.785	0.6	1.8102
1.785	0.7	2.0489
1.785	0.8	2.0585
1.785	1	2.0585
1.795	-1	0.6201
1.795	-0.6	0.6201
1.795	-0.5	0.697
1.795	-0.4	0.7211
1.795	-0.3	0.751
