1.1	0.4	0.877	-1	0.454471	-0.194062	-0.240649	1
1.1	0.4	0.877	-0.9	0.454471	-0.194062	-0.240649	1
1.1	0.4	0.877	-0.7	0.986705	-0.303368	-0.646896	1
1.1	0.4	0.877	-0.5	0.767691	0.35492	-0.601295	1
1.1	0.4	0.877	-0.3	0.703361	0.279035	-0.364048	1
1.1	0.4	0.877	-0.1	1.0112	0.0216861	-0.904308	1
1.1	0.4	0.877	0.1	1.34137	0.384659	-1.21237	1
1.1	0.4	0.877	0.3	1.65398	0.16993	-0.818203	1
1.1	0.4	0.877	0.5	1.46541	-0.34708	-0.200194	1
1.1	0.4	0.877	0.7	1.15456	0.167879	-1.03102	1
1.1	0.4	0.877	0.9	1.93712	0.609584	0.0733623	1
1.1	0.4	0.877	1	1.93712	0.609584	0.0733623	1
1.12	0.4	0.871	-1	1.83253	0.235375	0.924964	1
1.12	0.4	0.871	-0.9	1.83253	0.235375	0.924964	1
1.12	0.4	0.871	-0.7	2.14501	0.332344	0.0857005	1
1.12	0.4	0.871	-0.5	2.41242	-0.0874297	-0.966763	1
1.12	0.4	0.871	-0.3	3.15189	0.0104197	-1.21865	1
1.12	0.4	0.871	-0.1	2.7807	-0.663368	-1.35704	1
1.12	0.4	0.871	0.1	3.16528	0.237145	-2.04944	1
1.12	0.4	0.871	0.3	3.85363	0.396726	-1.07453	1
1.12	0.4	0.871	0.5	3.61142	0.0716506	-1.55523	1
1.12	0.4	0.871	0.7	3.37134	-0.153496	-2.01162	1
1.12	0.4	0.871	0.9	3.82661	0.949722	-1.69852	1
1.12	0.4	0.871	1	3.82661	0.949722	-1.69852	1
1.14	0.4	0.865	-1	2.94095	0.205039	-0.0517686	1
1.14	0.4	0.865	-0.9	2.94095	0.205039	-0.0517686	1
1.14	0.4	0.865	-0.7	2.96842	-0.93632	-0.623298	1
1.14	0.4	0.865	-0.5	4.95558	-0.902032	-1.20326	1
1.14	0.4	0.865	-0.3	4.79876	-1.27747	-1.68291	1
1.14	0.4	0.865	-0.1	5.54662	-0.168474	-3.31759	1
1.14	0.4	0.865	0.1	4.92655	-0.968581	-1.12519	1
