1.12946	-1	5.80222
1.12946	-0.45	5.80222
1.12946	-0.35	6.54068
1.12946	-0.25	6.87205
1.12946	-0.15	7.64923
1.12946	-0.05	8.07576
1.12946	0.05	8.25248
1.12946	0.15	9.06601
1.12946	0.25	9.44567
1.12946	0.35	10.0038
1.12946	0.45	10.179
1.12946	0.55	10.3704
1.12946	0.65	10.6035
1.12946	0.75	10.3465
1.12946	0.85	9.88593
1.12946	1	9.88593
1.49695	-1	5.80222
1.49695	-0.45	5.80222
1.49695	-0.35	6.54068
1.49695	-0.25	6.87205
1.49695	-0.15	7.64923
1.49695	-0.05	8.07576
1.49695	0.05	8.25248
1.49695	0.15	9.06601
1.49695	0.25	9.44567
1.49695	0.35	10.0038
1.49695	0.45	10.179
1.49695	0.55	10.3704
1.49695	0.65	10.6035
1.49695	0.75	10.3465
1.49695	0.85	9.88593
1.49695	1	9.88593
1.52796	-1	4.65001
1.52796	-0.45	4.65001
1.52796	-0.35	4.88888
1.52796	-0.25	5.12035
1.52796	-0.15	5.36959
1.52796	-0.05	5.29281
1.52796	0.05	5.53238
1.52796	0.15	5.62336
1.52796	0.25	5.92415
1.52796	0.35	6.35992
1.52796	0.45	6.36169
1.52796	0.55	6.61173
1.52796	0.65	7.27302
1.52796	0.75	7.51471
1.52796	0.85	7.61278
1.52796	1	7.61278
1.55837	-1	3.29503
1.55837	-0.45	3.29503
1.55837	-0.35	3.27306
1.55837	-0.25	3.21244
1.55837	-0.15	3.11946
1.55837	-0.05	2.9946
1.55837	0.05	3.14666
1.55837	0.15	3.21599
1.55837	0.25	3.31405
1.55837	0.35	3.82021
1.55837	0.45	4.06695
1.55837	0.55	4.94837
1.55837	0.65	5.71113
1.55837	0.75	6.4767
1.55837	0.85	7.00879
1.55837	1	7.00879
1.58818	-1	2.98394
1.58818	-0.45	2.98394
1.58818	-0.35	2.62173
1.58818	-0.25	2.50264
1.58818	-0.15	2.446
1.58818	-0.05	2.16727
1.58818	0.05	2.40009
1.58818	0.15	2.45591
1.58818	0.25	2.73971
1.58818	0.35	3.26842
1.58818	0.45	3.92592
1.58818	0.55	4.7677
1.58818	0.65	5.862
1.58818	0.75	6.58547
1.58818	0.85	7.00216
1.58818	1	7.00216
1.61745	-1	2.89761
1.61745	-0.45	2.89761
1.61745	-0.35	2.63158
1.61745	-0.25	2.39754
1.61745	-0.15	2.15719
1.61745	-0.05	1.99548
1.61745	0.05	2.05622
1.61745	0.15	2.39399
1.61745	0.25	2.8972
1.61745	0.35	3.59041
1.61745	0.45	4.47545
1.61745	0.55	5.6226
1.61745	0.65	6.49506
1.61745	0.75	7.46033
1.61745	0.85	7.62901
1.61745	1	7.62901
1.6462	-1	3.11838
1.6462	-0.55	3.11838
1.6462	-0.45	3.12613
1.6462	-0.35	2.71826
1.6462	-0.25	2.42131
1.6462	-0.15	2.07539
1.6462	-0.05	1.95908
1.6462	0.05	2.13296
1.6462	0.15	2.52258
1.6462	0.25	3.33755
1.6462	0.35	4.28515
1.6462	0.45	5.4012
1.6462	0.55	6.85852
1.6462	0.65	8.0357
1.6462	0.75	8.54327
1.6462	0.85	8.1645
1.6462	1	8.1645
1.67446	-1	2.87126
1.67446	-0.55	2.87126
1.67446	-0.45	2.71176
1.67446	-0.35	2.317
1.67446	-0.25	1.94609
1.67446	-0.15	1.69975
1.67446	-0.05	1.83558
1.67446	0.05	1.9359
1.67446	0.15	2.501
1.67446	0.25	3.34163
1.67446	0.35	4.36515
1.67446	0.45	5.67985
1.67446	0.55	7.09359
1.67446	0.65	8.12418
1.67446	0.75	8.83718
1.67446	0.85	8.1829
1.67446	1	8.1829
1.70225	-1	1.8905
1.70225	-0.55	1.8905
1.70225	-0.45	1.72127
1.70225	-0.35	1.44069
1.70225	-0.25	1.21167
1.70225	-0.15	1.16717
1.70225	-0.05	1.22201
1.70225	0.05	1.51963
1.70225	0.15	1.91089
1.70225	0.25	2.61803
1.70225	0.35	3.34837
1.70225	0.45	4.51564
1.70225	0.55	5.61947
1.70225	0.65	6.43225
1.70225	0.75	7.07015
1.70225	0.85	6.39387
1.70225	1	6.39387
1.72959	-1	0.97829
1.72959	-0.55	0.97829
1.72959	-0.45	0.86052
1.72959	-0.35	0.78527
1.72959	-0.25	0.69053
1.72959	-0.15	0.74711
1.72959	-0.05	0.82418
1.72959	0.05	1.04119
1.72959	0.15	1.30492
1.72959	0.25	1.69767
1.72959	0.35	2.13055
1.72959	0.45	2.86538
1.72959	0.55	3.66167
1.72959	0.65	4.3742
1.72959	0.75	5.06719
